transaction_id,customer_id,transaction_date,total_amount,quantity,num_products,promotion_used
T60579,2696,2023-02-07,360.12,6,3,0
T60587,2696,2023-02-26,2540.81,1,4,0
T60585,2696,2023-02-28,1996.78,1,4,0
T60581,2696,2023-03-04,2839.37,1,4,0
T60591,2696,2023-03-10,406.95,2,4,1
T60586,2696,2023-03-19,1142.61,5,2,1
T60588,2696,2023-03-20,78.21,6,2,1
T60589,2696,2023-03-31,2833.92,3,4,0
T60594,2696,2023-05-01,226.01,2,3,0
T60583,2696,2023-05-06,702.38,4,1,0
T60595,2696,2023-05-17,785.21,5,2,0
T60580,2696,2023-05-29,1319.01,3,3,1
T60592,2696,2023-06-09,203.76,6,1,1
T60584,2696,2023-06-25,194.12,1,1,1
T60605,2697,2023-01-04,59.22,2,4,0
T60603,2697,2023-01-08,1161.61,1,3,0
T60619,2697,2023-01-11,739.04,4,5,1
T60600,2697,2023-01-22,99.0,1,3,1
T60626,2697,2023-01-22,1543.7,5,2,1
T60602,2697,2023-01-23,1739.75,1,3,1
T60623,2697,2023-01-23,575.06,3,2,0
T60633,2697,2023-01-23,253.45,4,2,1
T60618,2697,2023-01-27,636.01,2,2,0
T60629,2697,2023-01-28,393.27,1,2,0
T60614,2697,2023-01-30,442.13,1,3,0
T60601,2697,2023-02-10,817.77,4,2,0
T60628,2697,2023-02-17,971.67,3,5,0
T60621,2697,2023-02-20,358.07,3,4,1
T60615,2697,2023-02-21,1056.45,3,2,0
T60616,2697,2023-02-27,528.94,3,4,1
T60607,2697,2023-03-16,959.23,5,2,0
T60624,2697,2023-03-16,270.51,4,4,0
T60611,2697,2023-03-23,3589.75,4,1,0
T60612,2697,2023-03-23,852.7,2,5,1
T60630,2697,2023-03-24,2391.54,3,4,1
T60631,2697,2023-03-29,394.71,4,5,1
T60599,2697,2023-04-05,206.02,3,3,0
T60597,2697,2023-04-09,2742.61,3,4,1
T60608,2697,2023-04-13,1094.43,2,1,1
T60596,2697,2023-04-16,1840.99,1,4,0
T60617,2697,2023-04-21,422.81,3,4,0
T60609,2697,2023-05-01,50.0,1,1,1
T60613,2697,2023-05-02,1459.43,1,1,1
T60625,2697,2023-05-18,1704.41,4,4,1
T60632,2697,2023-05-23,1279.14,5,3,1
T60627,2697,2023-05-25,2614.49,5,4,1
T60604,2697,2023-05-26,1048.97,5,2,0
T60620,2697,2023-05-28,482.63,4,4,0
T60622,2697,2023-05-29,1173.23,5,5,0
T60610,2697,2023-06-07,267.1,3,5,1
T60598,2697,2023-06-24,1004.08,3,5,0
T60606,2697,2023-06-29,636.31,1,5,0
T60644,2698,2023-01-05,1218.31,2,4,0
T60638,2698,2023-01-19,6038.16,1,1,0
T60640,2698,2023-02-03,483.68,3,5,0
T60646,2698,2023-02-12,88.59,4,4,0
T60647,2698,2023-02-22,386.15,6,4,0
T60639,2698,2023-03-06,50.0,3,1,1
T60641,2698,2023-03-12,3010.03,4,2,0
T60637,2698,2023-03-21,763.87,3,5,0
T60635,2698,2023-04-28,2205.54,3,5,0
T60645,2698,2023-05-13,466.23,4,4,1
T60643,2698,2023-05-18,937.32,3,2,0
T60636,2698,2023-06-11,931.69,2,1,0
T60634,2698,2023-06-18,1190.43,4,1,1
T60642,2698,2023-06-28,1234.82,4,4,1
T60674,2699,2023-01-06,855.46,5,2,1
T60675,2699,2023-01-07,880.97,1,2,0
T60683,2699,2023-01-14,1667.38,1,1,0
T60668,2699,2023-01-19,1483.76,6,4,0
T60678,2699,2023-01-26,116.69,1,4,1
T60673,2699,2023-02-01,241.83,5,1,0
T60652,2699,2023-02-04,261.91,4,5,0
T60648,2699,2023-02-08,492.26,3,2,0
T60661,2699,2023-02-12,268.68,6,5,0
T60684,2699,2023-02-12,1377.11,2,4,1
T60677,2699,2023-02-19,269.98,2,3,1
T60682,2699,2023-02-19,575.08,3,2,1
T60659,2699,2023-02-20,234.01,6,4,1
T60650,2699,2023-02-21,600.85,3,3,0
T60658,2699,2023-02-26,445.29,3,3,1
T60679,2699,2023-02-27,1316.27,4,3,1
T60663,2699,2023-03-05,5249.26,6,5,0
T60681,2699,2023-03-14,1317.09,2,3,1
T60686,2699,2023-03-20,50.0,5,2,1
T60662,2699,2023-04-06,4080.53,3,2,1
T60672,2699,2023-04-11,250.69,4,2,0
T60669,2699,2023-04-14,129.16,1,5,0
T60676,2699,2023-04-14,1540.58,6,3,0
T60667,2699,2023-04-20,2478.2,2,2,0
T60664,2699,2023-04-30,1432.05,6,5,1
T60680,2699,2023-05-04,793.97,6,3,1
T60670,2699,2023-05-06,50.0,1,4,0
T60654,2699,2023-05-17,520.11,1,1,0
T60671,2699,2023-05-22,255.69,6,3,1
T60660,2699,2023-05-29,2383.82,6,3,1
T60649,2699,2023-06-04,784.4,1,5,0
T60665,2699,2023-06-06,836.59,1,1,1
T60666,2699,2023-06-11,1904.15,4,2,1
T60653,2699,2023-06-17,244.08,6,3,1
T60651,2699,2023-06-19,883.27,2,1,1
T60685,2699,2023-06-22,1260.96,1,5,0
T60655,2699,2023-06-28,770.3,5,1,1
T60657,2699,2023-06-29,1031.22,6,2,1
T60656,2699,2023-06-30,501.77,1,5,0
T60711,2700,2023-01-09,259.33,2,4,0
T60693,2700,2023-01-11,1827.2,1,1,0
T60700,2700,2023-01-11,948.65,1,2,1
T60708,2700,2023-01-30,50.0,1,3,1
T60706,2700,2023-02-01,202.28,6,3,1
T60691,2700,2023-02-03,799.75,1,3,0
T60692,2700,2023-02-05,50.0,3,2,1
T60705,2700,2023-02-16,463.29,5,1,1
T60699,2700,2023-02-28,535.8,4,2,1
T60704,2700,2023-02-28,5194.3,1,2,0
T60709,2700,2023-02-28,630.67,4,1,0
T60712,2700,2023-03-06,779.46,2,2,1
T60695,2700,2023-03-18,1687.43,1,1,0
T60689,2700,2023-04-16,174.89,2,1,1
T60703,2700,2023-04-16,1803.61,2,2,1
T60688,2700,2023-04-18,567.09,4,3,1
T60707,2700,2023-04-21,546.66,3,4,0
T60690,2700,2023-04-22,1690.68,3,3,1
T60697,2700,2023-04-22,126.35,6,4,1
T60698,2700,2023-04-28,1139.9,2,4,1
T60694,2700,2023-05-02,685.2,6,2,1
T60713,2700,2023-05-10,1020.09,4,2,1
T60696,2700,2023-05-23,1690.69,2,4,1
T60710,2700,2023-05-24,2952.34,5,2,1
T60702,2700,2023-05-29,1064.61,4,1,0
T60687,2700,2023-06-11,2343.36,3,1,0
T60701,2700,2023-06-13,111.26,3,4,0
T60726,2701,2023-01-03,641.13,5,3,1
T60730,2701,2023-01-03,2446.87,3,5,0
T60717,2701,2023-01-04,420.71,3,1,0
T60735,2701,2023-01-20,367.18,4,3,0
T60721,2701,2023-01-25,392.78,3,1,1
T60746,2701,2023-01-25,2247.25,4,4,1
T60722,2701,2023-01-27,315.61,6,3,0
T60732,2701,2023-02-04,1035.23,5,5,1
T60724,2701,2023-02-06,57.55,5,3,1
T60715,2701,2023-02-14,480.76,1,4,1
T60742,2701,2023-02-16,1296.32,5,2,1
T60752,2701,2023-02-17,1777.88,2,3,0
T60727,2701,2023-02-23,1804.02,1,5,0
T60718,2701,2023-02-27,1210.62,2,2,0
T60738,2701,2023-03-02,124.83,5,3,0
T60747,2701,2023-03-03,4611.87,2,3,1
T60749,2701,2023-03-10,1210.47,6,1,1
T60736,2701,2023-03-12,168.56,4,2,1
T60720,2701,2023-03-13,1329.91,1,1,1
T60731,2701,2023-03-20,1477.3,1,3,1
T60737,2701,2023-03-23,2715.7,2,5,1
T60719,2701,2023-03-24,176.74,1,2,0
T60751,2701,2023-03-31,1562.18,4,4,0
T60744,2701,2023-04-17,468.34,4,2,1
T60740,2701,2023-04-18,139.69,1,5,0
T60728,2701,2023-04-24,3032.21,5,4,0
T60753,2701,2023-04-25,1725.23,6,4,1
T60745,2701,2023-04-27,484.18,1,4,1
T60743,2701,2023-04-29,3212.67,2,4,1
T60714,2701,2023-05-11,238.01,6,5,0
T60733,2701,2023-05-13,1987.07,3,4,1
T60716,2701,2023-05-18,2907.77,5,4,1
T60748,2701,2023-05-22,50.0,1,4,1
T60741,2701,2023-06-04,1301.01,5,1,0
T60725,2701,2023-06-17,4125.17,4,2,1
T60723,2701,2023-06-18,159.09,3,1,0
T60734,2701,2023-06-19,140.74,2,3,1
T60729,2701,2023-06-21,273.82,3,1,1
T60750,2701,2023-06-24,335.08,6,3,1
T60739,2701,2023-06-26,4691.46,3,3,1
T60758,2702,2023-01-24,2919.16,5,4,0
T60757,2702,2023-02-24,1867.29,1,1,0
T60754,2702,2023-02-27,686.2,1,3,1
T60760,2702,2023-03-06,338.32,4,3,1
T60759,2702,2023-05-23,723.19,5,4,0
T60756,2702,2023-06-09,1054.69,4,4,0
T60761,2702,2023-06-12,151.8,2,2,0
T60763,2702,2023-06-14,919.63,2,1,1
T60755,2702,2023-06-27,206.09,2,3,1
T60762,2702,2023-06-29,1917.02,2,4,1
T60770,2703,2023-01-13,733.1,5,3,0
T60769,2703,2023-01-23,613.04,2,5,1
T60764,2703,2023-02-01,1345.71,4,1,1
T60772,2703,2023-02-25,279.3,1,1,1
T60767,2703,2023-02-27,4114.84,2,2,1
T60765,2703,2023-03-19,208.14,3,4,0
T60766,2703,2023-04-20,50.0,5,2,1
T60771,2703,2023-05-12,3175.2,5,4,1
T60768,2703,2023-05-14,1998.5,3,4,1
T60773,2703,2023-05-29,1948.42,2,3,1
T60780,2704,2023-02-05,261.11,6,1,0
T60778,2704,2023-02-08,1470.88,1,1,1
T60777,2704,2023-02-10,779.14,6,2,0
T60781,2704,2023-03-28,627.04,2,3,1
T60775,2704,2023-04-07,2502.19,5,2,1
T60779,2704,2023-04-24,84.06,5,4,0
T60774,2704,2023-05-04,50.0,2,2,0
T60776,2704,2023-05-21,1067.82,4,1,1
T60782,2704,2023-06-22,1154.38,6,5,0
T60788,2705,2023-02-02,217.8,3,2,1
T60786,2705,2023-02-24,1244.69,2,5,0
T60784,2705,2023-04-15,572.66,4,4,0
T60783,2705,2023-04-25,187.35,6,3,1
T60787,2705,2023-06-23,3020.1,1,5,1
T60785,2705,2023-06-24,362.77,6,5,0
T60791,2706,2023-01-22,725.2,3,1,1
T60789,2706,2023-02-14,251.77,1,2,1
T60792,2706,2023-03-20,1519.46,1,1,1
T60793,2706,2023-04-22,407.42,2,1,0
T60790,2706,2023-04-30,1101.14,5,1,0
T60816,2707,2023-01-11,1016.71,3,3,0
T60796,2707,2023-01-19,396.31,5,4,1
T60807,2707,2023-01-19,1237.7,6,4,0
T60809,2707,2023-01-28,1390.58,4,3,0
T60803,2707,2023-01-31,396.29,3,5,1
T60805,2707,2023-02-04,3375.32,4,4,0
T60822,2707,2023-02-17,1244.26,1,1,1
T60825,2707,2023-02-19,613.0,4,5,1
T60826,2707,2023-02-25,256.63,3,5,1
T60798,2707,2023-03-02,1906.94,2,3,0
T60801,2707,2023-03-03,236.08,5,3,0
T60812,2707,2023-03-04,3008.92,1,1,1
T60815,2707,2023-03-07,1484.82,2,2,0
T60823,2707,2023-03-08,5871.37,5,3,0
T60802,2707,2023-03-12,1878.32,6,4,1
T60820,2707,2023-03-12,1837.64,6,3,1
T60806,2707,2023-03-17,658.82,1,3,0
T60819,2707,2023-03-21,702.57,2,2,1
T60808,2707,2023-03-26,1987.92,6,5,0
T60814,2707,2023-03-26,2584.17,1,1,0
T60824,2707,2023-03-31,4318.18,5,1,1
T60821,2707,2023-04-02,1641.25,5,2,0
T60800,2707,2023-04-06,1170.52,1,4,0
T60817,2707,2023-05-02,471.2,2,1,1
T60811,2707,2023-05-03,557.52,5,1,1
T60795,2707,2023-05-05,586.93,2,3,1
T60804,2707,2023-05-13,224.98,3,2,0
T60818,2707,2023-05-21,189.45,3,2,0
T60813,2707,2023-05-22,172.01,2,2,1
T60810,2707,2023-06-14,997.95,1,3,1
T60799,2707,2023-06-17,478.7,5,3,1
T60797,2707,2023-06-23,1568.08,3,1,1
T60794,2707,2023-06-29,944.47,2,5,0
T60856,2708,2023-01-01,3632.72,4,5,0
T60827,2708,2023-01-02,747.98,6,3,1
T60847,2708,2023-01-02,1340.68,6,5,0
T60842,2708,2023-01-11,1564.77,1,3,0
T60846,2708,2023-01-14,2742.78,3,1,0
T60855,2708,2023-01-14,540.89,6,1,0
T60839,2708,2023-01-15,1990.83,4,2,1
T60831,2708,2023-01-17,1622.19,4,3,1
T60838,2708,2023-01-30,518.65,2,1,1
T60834,2708,2023-02-03,956.24,4,3,0
T60841,2708,2023-02-03,1171.22,1,2,0
T60832,2708,2023-02-05,1260.26,4,1,0
T60828,2708,2023-02-07,2233.92,4,2,0
T60836,2708,2023-02-09,412.57,4,4,0
T60851,2708,2023-02-15,50.0,1,5,0
T60849,2708,2023-03-02,1155.6,2,4,0
T60840,2708,2023-03-03,3124.2,5,5,1
T60862,2708,2023-03-06,1519.95,6,5,0
T60843,2708,2023-03-11,3822.52,1,3,0
T60858,2708,2023-03-17,256.56,1,5,1
T60865,2708,2023-03-21,2965.13,2,3,1
T60845,2708,2023-03-26,859.9,3,5,1
T60848,2708,2023-04-10,2481.88,1,2,1
T60861,2708,2023-04-20,5382.91,5,1,1
T60853,2708,2023-04-24,1765.81,2,4,1
T60864,2708,2023-04-26,678.74,2,2,0
T60844,2708,2023-04-30,564.3,3,3,1
T60857,2708,2023-05-04,965.02,2,2,1
T60833,2708,2023-05-09,4156.88,2,2,0
T60850,2708,2023-05-11,1615.25,1,2,0
T60852,2708,2023-05-27,498.02,2,5,0
T60863,2708,2023-06-05,879.27,5,3,0
T60837,2708,2023-06-09,2401.41,1,5,1
T60859,2708,2023-06-09,766.91,2,5,1
T60835,2708,2023-06-14,4110.79,5,1,1
T60830,2708,2023-06-16,491.34,4,4,0
T60854,2708,2023-06-17,621.03,1,3,1
T60829,2708,2023-06-18,736.23,4,4,0
T60860,2708,2023-06-20,877.45,2,2,0
T60867,2709,2023-01-10,528.23,3,4,0
T60868,2709,2023-03-02,749.76,5,3,1
T60871,2709,2023-04-07,1452.57,2,1,0
T60872,2709,2023-05-26,597.69,5,2,1
T60873,2709,2023-05-30,242.85,3,5,1
T60866,2709,2023-06-14,1245.95,2,1,0
T60869,2709,2023-06-16,391.08,2,3,0
T60870,2709,2023-06-21,3875.58,2,3,1
T60891,2710,2023-01-01,216.33,3,2,1
T60897,2710,2023-01-06,1714.1,1,4,1
T60886,2710,2023-01-11,395.15,4,1,0
T60903,2710,2023-01-12,361.15,6,5,1
T60892,2710,2023-01-15,468.7,4,5,0
T60878,2710,2023-02-03,2291.08,1,5,0
T60881,2710,2023-02-05,418.81,6,1,1
T60909,2710,2023-02-10,50.0,4,5,1
T60884,2710,2023-02-16,294.42,6,5,1
T60896,2710,2023-02-16,3793.19,5,5,1
T60875,2710,2023-02-24,779.51,4,5,0
T60893,2710,2023-02-25,962.73,2,3,0
T60874,2710,2023-03-06,233.79,5,4,1
T60889,2710,2023-03-11,675.07,1,4,0
T60906,2710,2023-03-17,326.15,2,5,0
T60895,2710,2023-03-18,441.55,2,3,0
T60885,2710,2023-03-19,239.52,1,5,1
T60894,2710,2023-03-21,1459.72,1,5,0
T60888,2710,2023-03-25,3405.04,2,4,0
T60902,2710,2023-03-30,721.11,2,4,0
T60911,2710,2023-04-11,50.0,2,5,1
T60912,2710,2023-04-15,110.24,6,3,1
T60890,2710,2023-04-17,103.78,3,1,0
T60877,2710,2023-04-22,649.11,5,1,1
T60883,2710,2023-04-28,716.95,4,4,1
T60879,2710,2023-04-30,4646.39,2,5,1
T60882,2710,2023-05-01,1764.19,5,1,1
T60908,2710,2023-05-13,1060.84,2,4,0
T60905,2710,2023-05-14,2263.48,1,4,0
T60901,2710,2023-05-19,926.79,4,4,0
T60880,2710,2023-05-22,525.88,1,2,0
T60907,2710,2023-05-26,2675.19,3,2,1
T60876,2710,2023-05-31,756.36,6,3,0
T60910,2710,2023-06-01,509.86,3,3,1
T60887,2710,2023-06-02,50.0,2,5,1
T60898,2710,2023-06-04,2097.05,2,1,1
T60900,2710,2023-06-08,575.5,4,2,0
T60904,2710,2023-06-11,7084.55,5,4,1
T60899,2710,2023-06-16,469.25,3,2,1
T60913,2710,2023-06-20,236.65,4,3,1
T60923,2711,2023-01-15,588.99,6,2,1
T60919,2711,2023-02-13,633.48,5,4,0
T60917,2711,2023-02-22,602.15,1,3,1
T60922,2711,2023-03-26,54.66,6,3,1
T60924,2711,2023-04-14,2703.25,2,1,1
T60915,2711,2023-05-01,576.14,1,2,0
T60918,2711,2023-05-25,435.47,6,4,1
T60914,2711,2023-05-26,794.91,5,5,0
T60916,2711,2023-06-04,193.61,4,1,1
T60921,2711,2023-06-12,1129.04,5,3,0
T60920,2711,2023-06-13,226.94,6,1,0
T60932,2712,2023-01-07,1064.54,3,5,1
T60927,2712,2023-01-26,84.52,2,1,1
T60925,2712,2023-01-27,652.99,1,1,0
T60937,2712,2023-02-01,489.97,3,1,1
T60926,2712,2023-02-19,698.1,1,2,1
T60934,2712,2023-03-22,3601.7,3,2,1
T60931,2712,2023-04-24,599.57,2,1,0
T60930,2712,2023-05-22,413.71,6,5,1
T60933,2712,2023-05-25,117.41,3,2,1
T60928,2712,2023-06-01,1115.75,5,1,1
T60929,2712,2023-06-02,3306.22,1,4,1
T60935,2712,2023-06-13,756.42,2,4,0
T60936,2712,2023-06-18,146.73,3,1,1
T60942,2713,2023-01-15,469.62,6,5,1
T60946,2713,2023-02-08,50.0,2,2,0
T60939,2713,2023-02-12,508.44,1,4,1
T60941,2713,2023-02-18,508.7,2,4,1
T60948,2713,2023-02-18,391.27,2,1,1
T60947,2713,2023-03-01,545.97,3,2,0
T60940,2713,2023-03-24,1417.96,2,4,0
T60945,2713,2023-03-29,442.46,3,4,1
T60944,2713,2023-04-21,1805.27,5,5,1
T60938,2713,2023-04-26,561.76,4,5,0
T60943,2713,2023-06-17,466.49,6,4,0
T60964,2714,2023-01-30,153.29,6,2,1
T60953,2714,2023-02-04,340.02,5,2,1
T60965,2714,2023-03-03,80.81,1,5,1
T60961,2714,2023-03-05,524.81,4,4,1
T60958,2714,2023-03-06,2470.46,4,3,1
T60955,2714,2023-03-28,1258.25,2,3,1
T60951,2714,2023-04-04,320.79,4,4,0
T60957,2714,2023-04-04,624.72,5,2,0
T60963,2714,2023-04-11,631.06,4,5,0
T60954,2714,2023-04-15,1727.76,6,1,0
T60960,2714,2023-04-17,564.69,4,5,1
T60966,2714,2023-04-25,935.67,2,4,0
T60962,2714,2023-04-27,387.34,3,2,1
T60959,2714,2023-05-07,773.42,2,1,0
T60950,2714,2023-05-21,779.89,6,5,1
T60952,2714,2023-05-29,4793.4,3,1,0
T60956,2714,2023-05-31,744.38,6,1,0
T60949,2714,2023-06-30,2876.5,5,1,0
T60967,2715,2023-01-15,726.74,3,1,0
T60974,2715,2023-01-28,1690.86,3,1,0
T60969,2715,2023-02-03,135.53,2,4,1
T60970,2715,2023-03-02,185.56,6,5,1
T60971,2715,2023-03-10,454.43,1,3,1
T60968,2715,2023-04-11,228.51,3,4,1
T60972,2715,2023-05-12,720.65,3,3,1
T60973,2715,2023-06-15,257.84,3,5,0
T60982,2716,2023-01-02,3117.64,5,5,0
T60978,2716,2023-01-10,712.42,6,1,1
T60983,2716,2023-01-11,151.98,6,5,1
T60980,2716,2023-01-28,2699.5,1,3,1
T60981,2716,2023-02-02,315.34,5,4,0
T60987,2716,2023-02-04,1024.67,3,1,0
T60988,2716,2023-02-16,252.74,2,4,1
T60977,2716,2023-02-20,6255.64,4,5,1
T60984,2716,2023-02-24,2212.79,4,2,1
T60997,2716,2023-03-13,96.88,1,3,1
T60989,2716,2023-03-18,2235.8,5,2,1
T60986,2716,2023-03-31,3343.3,6,1,1
T60995,2716,2023-04-13,3352.83,4,5,1
T60985,2716,2023-04-16,244.4,1,2,1
T60992,2716,2023-05-10,1237.51,1,3,0
T60994,2716,2023-05-13,505.39,5,2,0
T60990,2716,2023-05-26,594.29,5,4,1
T60996,2716,2023-05-28,984.67,1,2,0
T60979,2716,2023-06-02,223.61,5,5,1
T60975,2716,2023-06-23,257.8,3,3,0
T60993,2716,2023-06-25,1503.35,6,3,1
T60976,2716,2023-06-29,159.04,4,4,1
T60991,2716,2023-06-30,1583.77,2,4,0
T61004,2717,2023-01-26,1000.1,6,5,1
T61023,2717,2023-01-28,361.94,1,3,0
T61015,2717,2023-02-07,50.0,4,3,1
T61001,2717,2023-02-11,1426.03,2,2,0
T61017,2717,2023-02-19,1044.4,4,2,1
T61008,2717,2023-02-20,402.42,5,4,1
T61009,2717,2023-02-20,564.85,4,3,0
T61021,2717,2023-03-01,2977.56,5,5,1
T61000,2717,2023-03-11,2276.34,4,2,1
T61011,2717,2023-03-18,740.59,3,3,1
T60999,2717,2023-03-31,1608.35,1,2,1
T61003,2717,2023-03-31,307.27,3,5,1
T61020,2717,2023-04-03,756.99,3,2,0
T61014,2717,2023-04-06,1312.65,2,4,0
T61025,2717,2023-04-08,721.4,2,5,1
T61006,2717,2023-04-20,571.9,2,4,0
T60998,2717,2023-04-23,82.88,1,2,0
T61018,2717,2023-04-24,3034.58,3,3,0
T61013,2717,2023-05-11,1829.84,6,2,0
T61022,2717,2023-05-25,545.69,6,4,1
T61005,2717,2023-06-06,262.95,4,1,1
T61012,2717,2023-06-07,1346.35,5,5,0
T61024,2717,2023-06-12,91.78,6,1,1
T61010,2717,2023-06-20,536.52,1,2,1
T61019,2717,2023-06-27,3984.83,5,5,0
T61007,2717,2023-06-28,1188.87,1,1,1
T61016,2717,2023-06-28,2725.77,2,2,0
T61002,2717,2023-06-30,390.04,2,3,1
T61042,2718,2023-01-07,1094.28,4,5,0
T61031,2718,2023-01-22,940.17,5,4,0
T61046,2718,2023-01-31,347.63,4,4,0
T61035,2718,2023-02-04,1705.12,3,5,0
T61033,2718,2023-02-06,2262.3,3,5,1
T61032,2718,2023-02-12,218.93,1,4,0
T61036,2718,2023-02-21,1289.21,6,3,1
T61040,2718,2023-02-24,402.08,3,5,1
T61030,2718,2023-02-26,2717.74,1,3,0
T61026,2718,2023-02-27,1400.35,5,4,1
T61038,2718,2023-03-14,222.32,2,4,1
T61037,2718,2023-03-19,75.58,2,2,1
T61028,2718,2023-04-15,884.04,4,2,0
T61041,2718,2023-04-15,2193.1,4,5,0
T61045,2718,2023-05-21,975.21,6,3,1
T61044,2718,2023-05-23,587.66,2,5,1
T61027,2718,2023-05-27,4518.17,1,4,0
T61029,2718,2023-05-31,1591.25,4,2,0
T61034,2718,2023-06-04,1024.47,3,3,1
T61043,2718,2023-06-11,104.47,3,5,1
T61039,2718,2023-06-25,404.67,4,3,0
T61067,2719,2023-01-01,1118.16,3,5,1
T61050,2719,2023-01-07,2821.69,5,2,1
T61068,2719,2023-01-08,607.14,2,5,1
T61052,2719,2023-01-14,832.74,4,1,0
T61061,2719,2023-01-25,286.91,6,3,1
T61066,2719,2023-02-24,1778.83,6,4,1
T61064,2719,2023-03-16,1265.8,2,5,1
T61054,2719,2023-03-28,1227.66,3,3,1
T61059,2719,2023-04-04,235.95,2,1,1
T61062,2719,2023-04-09,158.98,6,4,0
T61056,2719,2023-04-12,403.77,3,2,0
T61048,2719,2023-04-14,574.15,3,4,1
T61057,2719,2023-04-21,50.0,6,1,1
T61051,2719,2023-05-19,2867.95,4,1,1
T61058,2719,2023-05-20,97.73,5,2,1
T61055,2719,2023-05-27,358.29,4,3,0
T61063,2719,2023-05-31,1149.49,5,2,0
T61053,2719,2023-06-05,765.24,6,2,0
T61060,2719,2023-06-05,1227.89,5,2,0
T61049,2719,2023-06-11,742.07,6,5,0
T61065,2719,2023-06-27,73.83,2,4,0
T61047,2719,2023-06-29,50.0,2,4,0
T61088,2720,2023-01-02,720.49,1,5,0
T61074,2720,2023-01-15,171.54,2,3,0
T61078,2720,2023-02-02,1273.05,3,2,0
T61084,2720,2023-02-08,285.41,3,3,0
T61076,2720,2023-02-17,616.14,1,4,0
T61083,2720,2023-02-22,2188.01,4,2,0
T61091,2720,2023-02-22,2448.71,3,2,0
T61092,2720,2023-03-02,2812.36,5,4,0
T61081,2720,2023-03-08,460.65,6,3,0
T61089,2720,2023-04-02,895.6,4,3,1
T61070,2720,2023-04-12,50.0,3,3,0
T61069,2720,2023-04-18,4902.39,3,4,1
T61077,2720,2023-05-06,5148.39,1,5,1
T61080,2720,2023-05-09,330.63,1,5,1
T61087,2720,2023-05-11,2647.18,2,1,0
T61072,2720,2023-05-18,208.8,2,5,0
T61086,2720,2023-06-09,53.47,6,1,1
T61090,2720,2023-06-12,7141.51,4,4,0
T61079,2720,2023-06-13,2991.55,6,2,1
T61085,2720,2023-06-17,3518.65,2,4,0
T61071,2720,2023-06-19,944.56,4,4,1
T61073,2720,2023-06-20,479.38,2,5,1
T61075,2720,2023-06-23,1323.92,1,5,0
T61082,2720,2023-06-26,540.58,2,1,0
T61099,2721,2023-01-04,1219.24,3,3,0
T61114,2721,2023-01-16,252.11,2,2,1
T61107,2721,2023-01-22,1342.17,2,1,1
T61093,2721,2023-01-25,1056.92,2,5,1
T61095,2721,2023-02-06,1396.95,6,4,0
T61104,2721,2023-02-09,1209.23,2,2,0
T61096,2721,2023-02-16,2053.28,1,1,1
T61106,2721,2023-03-09,2745.68,2,2,1
T61110,2721,2023-03-10,2383.61,3,1,0
T61116,2721,2023-03-10,474.06,4,4,1
T61100,2721,2023-03-12,1555.34,1,2,0
T61109,2721,2023-03-21,450.63,1,1,0
T61108,2721,2023-04-05,1089.45,1,2,1
T61112,2721,2023-04-12,2760.12,1,4,0
T61094,2721,2023-04-14,3757.64,6,5,1
T61113,2721,2023-04-17,1270.04,3,3,1
T61102,2721,2023-04-23,1472.56,4,4,0
T61101,2721,2023-04-27,687.11,6,1,1
T61097,2721,2023-04-28,1531.57,4,1,0
T61105,2721,2023-05-14,890.18,4,5,1
T61103,2721,2023-05-15,388.9,3,1,0
T61115,2721,2023-05-16,2799.6,5,1,1
T61111,2721,2023-05-22,66.82,6,4,1
T61098,2721,2023-06-26,1821.95,2,1,1
T61117,2722,2023-01-13,221.1,1,5,1
T61124,2722,2023-01-13,992.71,3,4,0
T61122,2722,2023-01-14,426.08,1,5,0
T61119,2722,2023-01-25,3895.26,1,2,1
T61121,2722,2023-02-26,2983.71,4,1,1
T61123,2722,2023-03-05,103.24,6,2,0
T61118,2722,2023-03-07,461.29,6,4,0
T61120,2722,2023-03-08,1676.87,2,4,1
T61127,2722,2023-04-27,938.83,3,1,0
T61126,2722,2023-05-14,1530.15,3,4,1
T61125,2722,2023-06-18,791.66,2,4,1
T61132,2723,2023-03-04,3061.27,2,3,1
T61129,2723,2023-03-16,50.0,4,1,1
T61131,2723,2023-04-03,154.28,1,2,0
T61128,2723,2023-04-23,605.95,2,5,1
T61130,2723,2023-06-24,756.76,5,1,0
T61134,2724,2023-01-04,1953.42,3,1,0
T61144,2724,2023-01-12,2199.98,3,1,1
T61146,2724,2023-01-24,1360.91,4,2,0
T61139,2724,2023-01-29,2818.85,5,4,1
T61145,2724,2023-02-03,1061.01,6,3,0
T61149,2724,2023-02-05,1216.35,2,3,1
T61141,2724,2023-02-11,202.57,1,4,0
T61154,2724,2023-02-11,1299.9,4,1,0
T61151,2724,2023-03-02,201.21,4,5,0
T61137,2724,2023-03-03,994.24,3,3,0
T61158,2724,2023-03-20,222.22,6,4,0
T61143,2724,2023-03-30,204.66,2,3,0
T61152,2724,2023-04-16,2418.24,1,1,1
T61157,2724,2023-04-17,2121.3,2,1,1
T61155,2724,2023-04-18,4493.83,4,2,1
T61147,2724,2023-04-25,1111.52,6,3,1
T61156,2724,2023-05-01,297.97,6,1,0
T61135,2724,2023-05-11,206.18,4,4,0
T61142,2724,2023-05-12,6477.49,6,5,0
T61148,2724,2023-05-14,2445.33,1,1,1
